"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Cause","Display Value","Numeric","Low","High","Comments"
"Ambient air pollution attributable YLLs","Published","2016","Americas","Ecuador","Female","Trachea, bronchus, lung cancers","890","889.63053","","",""
"Ambient air pollution attributable YLLs","Published","2016","Americas","Ecuador","Female","Stroke","6040","6039.94783","","",""
"Ambient air pollution attributable YLLs","Published","2016","Americas","Ecuador","Female","Total","30151 [23455-38302]","30151.00000","23455.00000","38302.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Americas","Ecuador","Male","Lower respiratory infections","12 794","12794.24789","","",""
"Ambient air pollution attributable YLLs","Published","2016","Americas","Ecuador","Male","Chronic obstructive pulmonary disease","3991","3990.66539","","",""
"Ambient air pollution attributable YLLs","Published","2016","Americas","Ecuador","Male","Ischaemic heart disease","17 747","17746.51276","","",""
"Ambient air pollution attributable YLLs","Published","2016","Americas","Ecuador","Male","Trachea, bronchus, lung cancers","1072","1071.75978","","",""
"Ambient air pollution attributable YLLs","Published","2016","Americas","Ecuador","Male","Stroke","7109","7108.61246","","",""
"Ambient air pollution attributable YLLs","Published","2016","Americas","Ecuador","Male","Total","42712 [34211-53003]","42712.00000","34211.00000","53003.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Both sexes","Lower respiratory infections","456 782","456782.44630","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Both sexes","Chronic obstructive pulmonary disease","145 464","145464.48750","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Both sexes","Ischaemic heart disease","1 059 301","1059301.28800","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Both sexes","Trachea, bronchus, lung cancers","44 350","44350.02069","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Both sexes","Stroke","308 801","308801.32860","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Both sexes","Total","2014700 [1840948-2215714]","2014700.00000","1840948.00000","2215714.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Female","Lower respiratory infections","184 925","184925.18750","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Female","Chronic obstructive pulmonary disease","55 953","55952.73462","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Female","Ischaemic heart disease","430 067","430066.98880","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Female","Trachea, bronchus, lung cancers","12 676","12675.74820","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Female","Stroke","151 306","151306.22830","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Female","Total","834927 [763018-920150]","834927.00000","763018.00000","920150.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Male","Lower respiratory infections","271 857","271857.25680","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Male","Chronic obstructive pulmonary disease","89 512","89511.75256","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Male","Ischaemic heart disease","629 234","629234.28910","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Male","Trachea, bronchus, lung cancers","31 674","31674.27341","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Male","Stroke","157 495","157495.09670","","",""
"Ambient air pollution attributable YLLs","Published","2016","Eastern Mediterranean","Egypt","Male","Total","1179773 [1073919-1299879]","1179773.00000","1073919.00000","1299879.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Both sexes","Lower respiratory infections","59 955","59954.93500","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Both sexes","Chronic obstructive pulmonary disease","4407","4407.21206","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Both sexes","Ischaemic heart disease","13 187","13187.40012","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Both sexes","Trachea, bronchus, lung cancers","458","458.14347","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Both sexes","Stroke","10 827","10826.70932","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Both sexes","Total","88834 [73196-105275]","88834.00000","73196.00000","105275.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Female","Lower respiratory infections","26 321","26321.30507","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Female","Chronic obstructive pulmonary disease","1652","1652.23594","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Female","Ischaemic heart disease","4880","4880.07023","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Female","Trachea, bronchus, lung cancers","228","227.64482","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Female","Stroke","5339","5339.21668","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Female","Total","38420 [31607-45679]","38420.00000","31607.00000","45679.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Male","Lower respiratory infections","33 634","33633.62808","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Male","Chronic obstructive pulmonary disease","2755","2754.97610","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Male","Ischaemic heart disease","8307","8307.33005","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Male","Trachea, bronchus, lung cancers","230","230.49866","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Male","Stroke","5487","5487.49271","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Eritrea","Male","Total","50414 [41530-59558]","50414.00000","41530.00000","59558.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Both sexes","Lower respiratory infections","13 744","13743.74886","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Both sexes","Chronic obstructive pulmonary disease","36 130","36130.04482","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Both sexes","Ischaemic heart disease","84 049","84048.97195","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Both sexes","Trachea, bronchus, lung cancers","27 910","27910.28441","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Both sexes","Stroke","29 640","29639.97049","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Both sexes","Total","191473 [146633-242142]","191473.00000","146633.00000","242142.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Female","Lower respiratory infections","6178","6177.87284","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Female","Chronic obstructive pulmonary disease","11 115","11114.63913","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Female","Ischaemic heart disease","29 050","29050.22605","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Female","Trachea, bronchus, lung cancers","5933","5932.63159","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Female","Stroke","14 813","14812.84958","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Female","Total","67088 [49745-90721]","67088.00000","49745.00000","90721.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Male","Lower respiratory infections","7566","7565.87655","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Male","Chronic obstructive pulmonary disease","25 015","25015.40711","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Male","Ischaemic heart disease","54 999","54998.74547","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Male","Trachea, bronchus, lung cancers","21 978","21977.65263","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Male","Stroke","14 827","14827.12106","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Spain","Male","Total","124385 [95675-155801]","124385.00000","95675.00000","155801.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Both sexes","Lower respiratory infections","327","327.25599","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Both sexes","Chronic obstructive pulmonary disease","340","339.71974","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Both sexes","Ischaemic heart disease","7377","7376.59069","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Both sexes","Trachea, bronchus, lung cancers","508","508.09745","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Both sexes","Stroke","1044","1044.38732","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Both sexes","Total","9596 [7050-12234]","9596.00000","7050.00000","12234.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Female","Lower respiratory infections","96","96.31232","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Female","Chronic obstructive pulmonary disease","86","86.13394","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Female","Ischaemic heart disease","3247","3247.42549","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Female","Trachea, bronchus, lung cancers","120","120.45709","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Female","Stroke","527","527.06940","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Female","Total","4077 [2712-5729]","4077.00000","2712.00000","5729.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Male","Lower respiratory infections","231","230.94368","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Male","Chronic obstructive pulmonary disease","254","253.58580","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Male","Ischaemic heart disease","4129","4129.16519","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Male","Trachea, bronchus, lung cancers","388","387.64036","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Male","Stroke","517","517.31792","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Estonia","Male","Total","5519 [4186-6865]","5519.00000","4186.00000","6865.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Both sexes","Lower respiratory infections","1 047 356","1047355.54500","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Both sexes","Chronic obstructive pulmonary disease","53 455","53454.53748","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Both sexes","Ischaemic heart disease","231 315","231314.69630","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Both sexes","Trachea, bronchus, lung cancers","9847","9847.23122","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Both sexes","Stroke","129 913","129913.01250","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Both sexes","Total","1471885 [1136077-1809992]","1471885.00000","1136077.00000","1809992.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Female","Lower respiratory infections","462 101","462100.72020","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Female","Chronic obstructive pulmonary disease","22 686","22686.02039","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Female","Ischaemic heart disease","91 264","91263.70679","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Female","Trachea, bronchus, lung cancers","5282","5282.46318","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Female","Stroke","64 743","64742.77686","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Female","Total","646076 [497998-796167]","646076.00000","497998.00000","796167.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Male","Lower respiratory infections","585 255","585254.79300","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Male","Chronic obstructive pulmonary disease","30 769","30768.51746","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Male","Ischaemic heart disease","140 051","140050.98880","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Male","Trachea, bronchus, lung cancers","4565","4564.76815","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Male","Stroke","65 170","65170.23462","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Ethiopia","Male","Total","825809 [637749-1013364]","825809.00000","637749.00000","1013364.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Both sexes","Lower respiratory infections","187","186.59606","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Both sexes","Chronic obstructive pulmonary disease","1233","1233.37694","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Both sexes","Ischaemic heart disease","10 840","10840.02251","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Both sexes","Trachea, bronchus, lung cancers","1088","1088.07997","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Both sexes","Stroke","3010","3010.01422","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Both sexes","Total","16358 [11175-22232]","16358.00000","11175.00000","22232.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Female","Lower respiratory infections","81","81.16136","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Female","Chronic obstructive pulmonary disease","393","392.72466","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Female","Ischaemic heart disease","3582","3582.27477","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Female","Trachea, bronchus, lung cancers","368","368.46520","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Female","Stroke","1502","1502.39349","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Female","Total","5927 [3738-9081]","5927.00000","3738.00000","9081.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Male","Lower respiratory infections","105","105.43470","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Male","Chronic obstructive pulmonary disease","841","840.65230","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Male","Ischaemic heart disease","7258","7257.74778","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Male","Trachea, bronchus, lung cancers","720","719.61476","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Male","Stroke","1508","1507.62075","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Finland","Male","Total","10431 [7392-13686]","10431.00000","7392.00000","13686.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Both sexes","Lower respiratory infections","1044","1044.22982","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Both sexes","Chronic obstructive pulmonary disease","336","335.72323","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Both sexes","Ischaemic heart disease","5667","5666.92191","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Both sexes","Trachea, bronchus, lung cancers","76","75.69094","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Both sexes","Stroke","374","373.99823","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Both sexes","Total","7497 [6068-9144]","7497.00000","6068.00000","9144.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Female","Lower respiratory infections","437","436.85309","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Female","Chronic obstructive pulmonary disease","101","101.36404","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Female","Ischaemic heart disease","1421","1420.84493","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Female","Trachea, bronchus, lung cancers","25","24.97832","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Female","Stroke","147","147.43590","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Female","Total","2131 [1707-2670]","2131.00000","1707.00000","2670.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Male","Lower respiratory infections","607","607.37673","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Male","Chronic obstructive pulmonary disease","234","234.35918","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Male","Ischaemic heart disease","4246","4246.07693","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Male","Trachea, bronchus, lung cancers","51","50.71261","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Male","Stroke","227","226.56233","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Fiji","Male","Total","5365 [4350-6498]","5365.00000","4350.00000","6498.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Both sexes","Lower respiratory infections","23 075","23075.16844","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Both sexes","Chronic obstructive pulmonary disease","34 587","34587.13063","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Both sexes","Ischaemic heart disease","101 173","101173.02600","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Both sexes","Trachea, bronchus, lung cancers","57 774","57773.52748","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Both sexes","Stroke","40 024","40023.80008","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Both sexes","Total","256633 [201469-318933]","256633.00000","201469.00000","318933.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Female","Lower respiratory infections","11 312","11312.08903","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Female","Chronic obstructive pulmonary disease","13 272","13271.82703","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Female","Ischaemic heart disease","34 941","34941.27941","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Female","Trachea, bronchus, lung cancers","15 920","15920.14759","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Female","Stroke","20 050","20050.04919","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Female","Total","95495 [73002-124334]","95495.00000","73002.00000","124334.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Male","Lower respiratory infections","11 763","11763.07943","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Male","Chronic obstructive pulmonary disease","21 315","21315.30401","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Male","Ischaemic heart disease","66 232","66231.74655","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Male","Trachea, bronchus, lung cancers","41 853","41853.37952","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Male","Stroke","19 974","19973.75050","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","France","Male","Total","161137 [127304-199085]","161137.00000","127304.00000","199085.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Both sexes","Lower respiratory infections","191","191.31609","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Both sexes","Chronic obstructive pulmonary disease","67","67.41612","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Both sexes","Ischaemic heart disease","335","335.19228","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Both sexes","Trachea, bronchus, lung cancers","22","21.95873","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Both sexes","Stroke","163","163.17864","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Both sexes","Total","779 [616-990]","779.00000","616.00000","990.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Female","Lower respiratory infections","89","88.87935","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Female","Chronic obstructive pulmonary disease","24","23.96425","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Female","Ischaemic heart disease","129","128.96701","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Female","Trachea, bronchus, lung cancers","6","6.46949","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Female","Stroke","83","82.83828","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Female","Total","331 [258-427]","331.00000","258.00000","427.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Male","Lower respiratory infections","102","102.43675","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Male","Chronic obstructive pulmonary disease","43","43.45187","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Male","Ischaemic heart disease","206","206.22528","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Male","Trachea, bronchus, lung cancers","15","15.48924","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Male","Stroke","80","80.34036","","",""
"Ambient air pollution attributable YLLs","Published","2016","Western Pacific","Micronesia (Federated States of)","Male","Total","448 [356-566]","448.00000","356.00000","566.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Both sexes","Lower respiratory infections","15 500","15499.61974","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Both sexes","Chronic obstructive pulmonary disease","1110","1110.01706","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Both sexes","Ischaemic heart disease","4058","4058.11343","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Both sexes","Trachea, bronchus, lung cancers","402","402.22794","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Both sexes","Stroke","2638","2638.09888","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Both sexes","Total","23708 [19294-28294]","23708.00000","19294.00000","28294.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Female","Lower respiratory infections","7088","7088.45894","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Female","Chronic obstructive pulmonary disease","575","574.77960","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Female","Ischaemic heart disease","1871","1870.79289","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Female","Trachea, bronchus, lung cancers","136","136.19573","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Female","Stroke","1365","1365.19706","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Female","Total","11035 [9042-13161]","11035.00000","9042.00000","13161.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Male","Lower respiratory infections","8411","8411.16084","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Male","Chronic obstructive pulmonary disease","535","535.23745","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Male","Ischaemic heart disease","2187","2187.32051","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Male","Trachea, bronchus, lung cancers","266","266.03221","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Male","Stroke","1273","1272.90179","","",""
"Ambient air pollution attributable YLLs","Published","2016","Africa","Gabon","Male","Total","12673 [10253-15150]","12673.00000","10253.00000","15150.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Both sexes","Lower respiratory infections","44 248","44248.29246","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Both sexes","Chronic obstructive pulmonary disease","66 694","66693.99371","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Both sexes","Ischaemic heart disease","146 582","146581.79040","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Both sexes","Trachea, bronchus, lung cancers","44 415","44414.61654","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Both sexes","Stroke","44 539","44539.30283","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Both sexes","Total","346478 [271969-439557]","346478.00000","271969.00000","439557.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Female","Lower respiratory infections","22 931","22931.23466","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Female","Chronic obstructive pulmonary disease","31 893","31892.83190","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Female","Ischaemic heart disease","46 242","46241.71834","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Female","Trachea, bronchus, lung cancers","19 962","19962.39364","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Female","Stroke","23 335","23335.39011","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Female","Total","144364 [107852-188238]","144364.00000","107852.00000","188238.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Male","Lower respiratory infections","21 317","21317.05820","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Male","Chronic obstructive pulmonary disease","34 801","34801.16161","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Male","Ischaemic heart disease","100 340","100340.07100","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Male","Trachea, bronchus, lung cancers","24 452","24452.22267","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Male","Stroke","21 204","21203.91277","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Male","Total","202114 [161191-249356]","202114.00000","161191.00000","249356.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Georgia","Both sexes","Lower respiratory infections","3021","3020.77646","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Georgia","Both sexes","Chronic obstructive pulmonary disease","6088","6088.06395","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Georgia","Both sexes","Ischaemic heart disease","55 826","55825.96353","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Georgia","Both sexes","Trachea, bronchus, lung cancers","3207","3207.11231","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Georgia","Both sexes","Stroke","23 994","23994.15948","","",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Georgia","Both sexes","Total","92136 [78215-105639]","92136.00000","78215.00000","105639.00000",""
"Ambient air pollution attributable YLLs","Published","2016","Europe","Georgia","Female","Lower respiratory infections","1161","1160.57178","","",""
