"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Cause","Display Value","Numeric","Low","High","Comments"
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Burkina Faso","Male","Ischaemic heart disease","34 [29–39]","34.25463","28.93674","39.44481",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","South-East Asia","Bangladesh","Both sexes","Lower respiratory infections","8 [6–10]","7.97075","6.26835","9.73030",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Bulgaria","Both sexes","Lower respiratory infections","2 [1–3]","2.09557","1.11215","3.24606",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Bulgaria","Male","Trachea, bronchus, lung cancers","6 [3–9]","5.53700","2.96389","8.64859",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Bahrain","Male","Trachea, bronchus, lung cancers","5 [4–7]","5.29673","3.61019","6.94360",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Bahamas","Male","Trachea, bronchus, lung cancers","2 [1–3]","1.61064","0.83999","2.57507",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Bosnia and Herzegovina","Female","Ischaemic heart disease","18 [12–23]","17.62563","12.31774","23.19272",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Belarus","Female","Ischaemic heart disease","29 [20–39]","29.13772","19.52562","39.26128",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Belarus","Male","Stroke","12 [9–16]","11.97271","9.09547","15.76804",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Belize","Female","Ischaemic heart disease","16 [13–20]","16.38242","12.50382","20.07693",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Belize","Male","Stroke","10 [7–12]","9.60292","7.31835","12.39660",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Bolivia (Plurinational State of)","Male","Stroke","7 [6–9]","7.07488","5.64745","8.94127",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Brazil","Female","Trachea, bronchus, lung cancers","1 [0–1]","0.70894","0.33993","1.19161",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Brazil","Male","Stroke","6 [4–8]","5.59935","3.94588","8.48909",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Barbados","Female","Trachea, bronchus, lung cancers","1 [0–1]","0.85638","0.46922","1.31194",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Brunei Darussalam","Male","Lower respiratory infections","1 [0–4]","1.28917","0.07043","3.89311",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Brunei Darussalam","Female","Trachea, bronchus, lung cancers","0 [0–1]","0.49596","0.08210","1.18581",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","South-East Asia","Bhutan","Male","Lower respiratory infections","9 [7–12]","9.22224","6.76531","11.82532",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","South-East Asia","Bhutan","Both sexes","Ischaemic heart disease","30 [25–34]","29.74073","25.45758","33.78818",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","South-East Asia","Bhutan","Female","Trachea, bronchus, lung cancers","1 [1–2]","1.46287","0.89712","2.08975",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Botswana","Male","Lower respiratory infections","18 [10–26]","17.99690","10.38108","26.38523",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Botswana","Both sexes","Ischaemic heart disease","19 [15–23]","18.96975","15.01657","22.64969",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Central African Republic","Male","Lower respiratory infections","42 [32–52]","41.72871","31.81921","52.17160",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Central African Republic","Both sexes","Ischaemic heart disease","25 [21–29]","25.29588","21.32030","29.29860",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Central African Republic","Female","Stroke","22 [18–26]","21.55625","17.68882","26.02409",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Canada","Both sexes","Ischaemic heart disease","4 [2–6]","3.72756","2.23953","5.50683",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Canada","Female","Stroke","1 [0–2]","0.82982","0.27176","2.49652",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Switzerland","Female","Stroke","1 [0–3]","1.25186","0.45813","3.20760",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Chile","Both sexes","Trachea, bronchus, lung cancers","2 [1–3]","1.73002","0.93825","2.67591",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Western Pacific","China","Both sexes","Trachea, bronchus, lung cancers","8 [5–11]","8.34086","5.41630","11.39108",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Côte d'Ivoire","Female","Lower respiratory infections","31 [19–45]","31.41423","18.98243","45.01445",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Côte d'Ivoire","Both sexes","Trachea, bronchus, lung cancers","0 [0–0]","0.27148","0.15120","0.41143",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Cameroon","Female","Lower respiratory infections","45 [36–54]","45.09508","35.85624","54.47453",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Democratic Republic of the Congo","Female","Lower respiratory infections","25 [18–32]","24.83152","17.90688","32.24814",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Democratic Republic of the Congo","Both sexes","Stroke","15 [12–18]","14.53075","11.75054","17.52800",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Congo","Both sexes","Stroke","12 [10–15]","12.24903","9.94175","14.90697",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Colombia","Male","Ischaemic heart disease","20 [15–23]","19.55817","15.26992","23.43447",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Comoros","Male","Ischaemic heart disease","24 [20–28]","24.34698","20.08648","28.35615",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Cabo Verde","Both sexes","Lower respiratory infections","18 [12–24]","18.05173","12.25529","24.29757",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Cabo Verde","Male","Ischaemic heart disease","32 [25–39]","31.91129","24.68526","39.14132",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Costa Rica","Both sexes","Lower respiratory infections","2 [1–3]","1.94221","0.86628","3.25612",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Cuba","Both sexes","Lower respiratory infections","5 [3–8]","4.99948","2.62437","7.88317",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Cuba","Male","Trachea, bronchus, lung cancers","4 [2–7]","4.28699","2.28870","6.74139",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Cyprus","Male","Trachea, bronchus, lung cancers","4 [2–6]","3.74444","1.96069","5.96905",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Czechia","Male","Trachea, bronchus, lung cancers","4 [2–6]","3.76627","1.94138","6.06602",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Germany","Female","Ischaemic heart disease","6 [3–9]","6.15933","3.43809","9.34023",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Djibouti","Female","Ischaemic heart disease","20 [16–23]","19.58917","16.01401","22.98348",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Djibouti","Male","Stroke","13 [11–15]","13.02970","10.90596","15.33799",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Denmark","Male","Stroke","2 [1–4]","2.19946","1.21859","4.34524",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Dominican Republic","Female","Trachea, bronchus, lung cancers","1 [0–1]","0.81547","0.40349","1.34439",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Algeria","Female","Trachea, bronchus, lung cancers","1 [0–1]","0.63072","0.38676","0.89958",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Ecuador","Male","Lower respiratory infections","5 [2–9]","5.29276","2.27097","9.04451",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Ecuador","Female","Trachea, bronchus, lung cancers","0 [0–1]","0.48897","0.24739","0.79645",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Egypt","Male","Lower respiratory infections","15 [12–18]","14.90581","11.84955","17.87200",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Egypt","Both sexes","Ischaemic heart disease","62 [53–71]","61.89568","52.85857","71.49774",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Egypt","Female","Trachea, bronchus, lung cancers","1 [1–2]","1.18637","0.83771","1.52533",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Eritrea","Male","Lower respiratory infections","38 [29–48]","37.76770","28.59763","47.55226",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Eritrea","Both sexes","Ischaemic heart disease","22 [18–25]","21.73316","18.13913","25.31206",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Eritrea","Female","Stroke","17 [14–21]","17.12220","13.93789","20.55972",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Spain","Male","Lower respiratory infections","1 [0–2]","0.99960","0.27293","2.12442",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Spain","Both sexes","Ischaemic heart disease","4 [3–6]","4.26854","2.59187","6.14087",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Spain","Female","Stroke","1 [0–4]","1.40016","0.47827","3.72243",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Estonia","Both sexes","Ischaemic heart disease","14 [8–20]","13.77881","7.98905","20.46762",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Estonia","Female","Stroke","2 [1–4]","1.57500","0.58544","4.32499",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Ethiopia","Female","Stroke","11 [8–13]","10.54588","8.43367","13.11957",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Finland","Both sexes","Trachea, bronchus, lung cancers","0 [0–1]","0.41454","0.08212","0.98722",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Fiji","Both sexes","Trachea, bronchus, lung cancers","0 [0–1]","0.36452","0.16715","0.62548",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","France","Female","Lower respiratory infections","1 [0–2]","0.82190","0.28285","1.56532",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","France","Both sexes","Trachea, bronchus, lung cancers","2 [1–3]","1.95856","0.92937","3.31464",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Micronesia (Federated States of)","Female","Lower respiratory infections","5 [1–9]","4.54188","1.42908","8.96462",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Gabon","Female","Lower respiratory infections","18 [13–23]","17.95695","13.08089","23.03818",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Gabon","Both sexes","Stroke","10 [8–13]","9.93093","7.75022","12.80812",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Both sexes","Stroke","2 [1–4]","1.85417","0.82539","4.24536",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Georgia","Both sexes","Stroke","17 [12–27]","17.37757","11.73919","26.70521",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Ghana","Male","Ischaemic heart disease","22 [18–26]","22.17575","18.31619","25.96617",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Guinea","Male","Ischaemic heart disease","27 [22–32]","27.14345","22.22030","31.85097",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Gambia","Both sexes","Lower respiratory infections","35 [24–47]","34.67149","23.57196","46.63391",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Gambia","Male","Ischaemic heart disease","38 [31–45]","38.04114","31.34694","44.69109",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Guinea-Bissau","Both sexes","Lower respiratory infections","29 [18–40]","28.71282","17.97936","40.38337",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Equatorial Guinea","Both sexes","Lower respiratory infections","41 [31–51]","40.79785","31.39098","50.74446",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Africa","Equatorial Guinea","Male","Trachea, bronchus, lung cancers","1 [1–2]","1.39616","0.89310","1.92416",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Greece","Male","Trachea, bronchus, lung cancers","5 [3–9]","5.28124","2.71974","8.51040",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Grenada","Male","Trachea, bronchus, lung cancers","2 [1–4]","2.46573","1.35003","3.77978",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Guatemala","Female","Ischaemic heart disease","10 [8–13]","10.30879","7.71566","12.92023",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Guyana","Female","Ischaemic heart disease","29 [23–34]","28.83452","22.93637","34.45965",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Guyana","Male","Stroke","16 [13–20]","16.18362","12.53263","20.37526",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Honduras","Female","Ischaemic heart disease","12 [9–15]","12.08083","9.03666","15.10857",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Honduras","Male","Stroke","5 [4–6]","4.78780","3.67499","6.40267",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Croatia","Male","Stroke","7 [5–11]","7.14678","4.69884","11.41765",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Americas","Haiti","Female","Trachea, bronchus, lung cancers","1 [0–1]","0.67260","0.34345","1.09043",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","Europe","Hungary","Female","Trachea, bronchus, lung cancers","3 [2–5]","2.94871","1.51539","4.75779",""
"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)","Published","2016","South-East Asia","Indonesia","Male","Lower respiratory infections","4 [2–7]","4.19784","1.96686","6.96718",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Afghanistan","Female","Ischaemic heart disease","3061 [2599–3528]","3060.57813","2598.61597","3527.78418",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Afghanistan","Both sexes","Trachea, bronchus, lung cancers","245 [160–333]","245.47996","160.32065","333.01669",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Afghanistan","Male","Stroke","1305 [1104–1521]","1304.52731","1103.75989","1521.03772",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Angola","Female","Lower respiratory infections","2811 [1837–3838]","2810.52028","1837.10974","3838.43897",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Albania","Both sexes","Stroke","560 [348–943]","560.11307","348.04239","943.24170",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Albania","Male","Stroke","290 [187–472]","290.18366","187.01103","471.54446",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","United Arab Emirates","Female","Trachea, bronchus, lung cancers","9 [5–12]","8.56334","5.26538","12.19062",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","United Arab Emirates","Both sexes","Stroke","295 [248–344]","294.87193","247.79796","343.58862",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Armenia","Male","Lower respiratory infections","42 [29–56]","41.73979","28.89360","55.77367",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Armenia","Both sexes","Ischaemic heart disease","1380 [1024–1732]","1379.60820","1024.49439","1732.30359",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Armenia","Male","Ischaemic heart disease","726 [570–880]","726.02626","570.23132","879.64154",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Antigua and Barbuda","Female","Stroke","3 [2–5]","3.49125","2.39473","5.20068",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Australia","Both sexes","Lower respiratory infections","278 [72–612]","278.29955","71.67998","611.81946",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Australia","Both sexes","Ischaemic heart disease","1954 [1163–2899]","1953.82823","1163.28333","2898.75537",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Austria","Male","Trachea, bronchus, lung cancers","188 [91–315]","188.10053","90.80125","314.97858",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Austria","Female","Stroke","239 [101–554]","239.15916","100.55899","554.32452",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Burundi","Both sexes","Trachea, bronchus, lung cancers","13 [8–19]","13.38602","7.93230","19.49355",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Burundi","Male","Trachea, bronchus, lung cancers","6 [4–9]","6.40577","3.79593","9.32847",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Benin","Female","Ischaemic heart disease","509 [410–604]","509.45877","409.79358","603.93060",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Benin","Both sexes","Trachea, bronchus, lung cancers","9 [6–13]","9.11352","5.52443","13.10950",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Benin","Male","Stroke","342 [288–405]","342.32984","287.50174","404.50562",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Burkina Faso","Female","Lower respiratory infections","2096 [1523–2697]","2096.13410","1523.05664","2696.78296",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","Bangladesh","Both sexes","Stroke","21928 [18291–26062]","21927.87560","18290.93750","26062.33203",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","Bangladesh","Male","Stroke","10989 [9172–12981]","10989.36104","9171.87500","12981.33496",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Bahrain","Female","Trachea, bronchus, lung cancers","6 [4–8]","5.83611","3.97782","7.65069",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Bahrain","Both sexes","Stroke","21 [18–25]","21.37546","17.95462","25.17875",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Bosnia and Herzegovina","Male","Lower respiratory infections","41 [26–56]","40.55123","26.20720","56.33363",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Bosnia and Herzegovina","Both sexes","Ischaemic heart disease","1597 [1193–2005]","1597.09616","1192.89026","2004.68933",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Bosnia and Herzegovina","Male","Ischaemic heart disease","809 [627–984]","809.06120","627.17126","984.19940",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Belarus","Female","Stroke","848 [526–1445]","848.06936","526.24768","1445.17285",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Belize","Both sexes","Lower respiratory infections","20 [11–30]","19.74480","10.87514","29.92681",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Belize","Both sexes","Ischaemic heart disease","39 [31–47]","39.38080","31.05870","47.39773",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Bolivia (Plurinational State of)","Male","Trachea, bronchus, lung cancers","22 [12–35]","22.45489","12.11292","34.83233",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Bolivia (Plurinational State of)","Female","Stroke","289 [226–376]","288.55400","226.28954","376.37659",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Barbados","Both sexes","Trachea, bronchus, lung cancers","6 [3–8]","5.52010","3.02449","8.45650",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Barbados","Male","Trachea, bronchus, lung cancers","3 [2–5]","3.06429","1.67894","4.69434",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","Brunei Darussalam","Female","Lower respiratory infections","1 [0–3]","0.96411","0.05267","2.91148",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","Bhutan","Female","Ischaemic heart disease","71 [61–81]","71.38221","60.76169","81.24737",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","Bhutan","Both sexes","Trachea, bronchus, lung cancers","7 [4–10]","7.03977","4.31723","10.05651",""
"Ambient air pollution attributable deaths","Published","2016","South-East Asia","Bhutan","Male","Stroke","29 [24–34]","28.64214","23.95073","34.01239",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Botswana","Female","Lower respiratory infections","84 [49–124]","84.24440","48.59436","123.51063",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Central African Republic","Both sexes","Stroke","456 [377–542]","455.53977","376.86984","542.29913",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Central African Republic","Male","Stroke","202 [170–236]","202.39259","169.52908","236.36050",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Switzerland","Female","Trachea, bronchus, lung cancers","76 [34–134]","76.31113","34.25740","133.99257",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Switzerland","Both sexes","Stroke","288 [116–701]","287.73224","115.68600","700.54449",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","China","Male","Lower respiratory infections","29864 [23098–36988]","29864.44464","23097.65039","36988.44141",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","China","Both sexes","Ischaemic heart disease","357740 [284166–432514]","357740.34480","284165.68750","432514.31250",""
"Ambient air pollution attributable deaths","Published","2016","Western Pacific","China","Male","Ischaemic heart disease","178167 [142762–213023]","178166.50940","142762.20310","213022.54690",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Côte d'Ivoire","Female","Stroke","1044 [854–1251]","1043.52473","854.44495","1251.13965",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Cameroon","Both sexes","Lower respiratory infections","8777 [6979–10603]","8777.34409","6979.08984","10602.96973",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Cameroon","Both sexes","Ischaemic heart disease","2584 [2190–2979]","2583.61415","2190.20581","2978.51685",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Democratic Republic of the Congo","Male","Trachea, bronchus, lung cancers","45 [27–65]","45.38639","27.49791","65.29718",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Democratic Republic of the Congo","Female","Stroke","2563 [2062–3149]","2563.41418","2061.94873","3149.41797",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Colombia","Female","Lower respiratory infections","743 [350–1225]","742.71494","350.07318","1224.85352",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Comoros","Female","Ischaemic heart disease","31 [25–37]","30.74728","24.59361","36.65988",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Comoros","Both sexes","Trachea, bronchus, lung cancers","1 [1–2]","0.96892","0.51665","1.51734",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Comoros","Male","Stroke","18 [14–22]","17.54984","13.71659","21.71313",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Cabo Verde","Female","Lower respiratory infections","32 [22–43]","31.87263","21.63827","42.90045",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Costa Rica","Both sexes","Stroke","168 [106–289]","167.84680","105.57125","288.98459",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Costa Rica","Male","Stroke","82 [56–132]","82.42807","55.74390","131.72362",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Cyprus","Female","Trachea, bronchus, lung cancers","7 [3–10]","6.51527","3.41157","10.38608",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Cyprus","Both sexes","Stroke","56 [28–109]","55.52688","28.45870","108.56644",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Germany","Male","Lower respiratory infections","1311 [451–2496]","1310.99016","450.62665","2496.26123",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Germany","Both sexes","Ischaemic heart disease","20131 [12783–28241]","20131.26369","12783.00977","28240.52344",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Germany","Male","Ischaemic heart disease","10263 [7101–13477]","10262.59219","7100.64014","13477.02441",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Djibouti","Female","Stroke","32 [26–38]","32.15304","26.28301","38.46209",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Denmark","Male","Trachea, bronchus, lung cancers","124 [56–218]","124.40460","55.93362","218.12015",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Denmark","Female","Stroke","149 [61–360]","148.98053","61.16912","359.64145",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Algeria","Both sexes","Trachea, bronchus, lung cancers","537 [329–766]","537.09636","329.34714","766.04651",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Algeria","Male","Trachea, bronchus, lung cancers","433 [266–618]","433.16216","265.61478","617.80786",""
"Ambient air pollution attributable deaths","Published","2016","Americas","Ecuador","Female","Lower respiratory infections","364 [156–622]","364.17454","156.25711","622.31866",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Egypt","Female","Ischaemic heart disease","17468 [14653–20498]","17468.14265","14652.82520","20498.09180",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Egypt","Both sexes","Trachea, bronchus, lung cancers","1504 [1062–1934]","1504.14997","1062.10083","1933.90393",""
"Ambient air pollution attributable deaths","Published","2016","Eastern Mediterranean","Egypt","Male","Stroke","5765 [4860–6783]","5765.42598","4859.97070","6782.51270",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Eritrea","Female","Lower respiratory infections","457 [346–575]","456.98796","346.03049","575.38092",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Spain","Both sexes","Stroke","2156 [856–5325]","2156.12288","856.35510","5324.94482",""
"Ambient air pollution attributable deaths","Published","2016","Europe","Spain","Male","Stroke","917 [444–2028]","916.96715","444.05609","2027.96533",""
"Ambient air pollution attributable deaths","Published","2016","Africa","Ethiopia","Female","Trachea, bronchus, lung cancers","153 [91–222]","152.76730","91.08423","221.63327",""
