"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Cause","Display Value","Numeric","Low","High","Comments"
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Cuba","Male","Lower respiratory infections","167 [88–264]","167.32777","87.83503","263.84238",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Cuba","Both sexes","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Cyprus","Both sexes","Lower respiratory infections","22 [11–36]","22.34829","10.82125","36.16034",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Cyprus","Both sexes","Trachea, bronchus, lung cancers","73 [38–117]","73.43584","38.45296","117.06502",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Czechia","Female","Ischaemic heart disease","459 [326–596]","459.10037","326.39658","595.81049",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Czechia","Male","Stroke","161 [119–216]","161.07527","119.07676","216.26552",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Germany","Both sexes","Stroke","103 [66–176]","103.37818","66.15496","176.06125",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Eastern Mediterranean","Djibouti","Female","Trachea, bronchus, lung cancers","12 [7–17]","12.07246","7.46724","17.09985",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Dominica","Both sexes","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Denmark","Both sexes","Lower respiratory infections","44 [13–90]","44.18193","12.86558","90.21618",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Denmark","Both sexes","Trachea, bronchus, lung cancers","89 [40–155]","88.58006","39.82653","155.30853",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Denmark","Female","Stroke","83 [50–155]","82.65603","49.56554","155.02556",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Dominican Republic","Female","Ischaemic heart disease","343 [280–402]","343.12711","279.79779","401.65576",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Dominican Republic","Male","Stroke","181 [139–227]","181.38469","138.68230","227.30196",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Algeria","Both sexes","Stroke","141 [117–168]","140.80014","117.44045","168.00630",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Ecuador","Female","Trachea, bronchus, lung cancers","11 [6–18]","10.96819","5.54916","17.86543",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Eastern Mediterranean","Egypt","Male","Lower respiratory infections","566 [450–678]","565.63336","449.65707","678.19214",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Eritrea","Both sexes","Lower respiratory infections","1213 [918–1527]","1212.83301","918.35498","1527.04443",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Eritrea","Female","Stroke","221 [186–257]","220.64391","185.61667","256.84549",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Spain","Female","Ischaemic heart disease","125 [78–177]","125.16166","78.08961","176.50784",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Estonia","Both sexes","Stroke","98 [60–175]","97.89111","60.37352","175.25281",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Ethiopia","Female","Trachea, bronchus, lung cancers","10 [6–15]","10.35762","6.17551","15.02673",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Finland","Male","Lower respiratory infections","4 [0–12]","4.02369","0.28927","12.11815",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Western Pacific","Fiji","Both sexes","Lower respiratory infections","117 [37–231]","117.23833","36.90374","231.42123",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Western Pacific","Fiji","Female","Stroke","45 [33–59]","44.69661","32.75960","59.26800",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","France","Female","Ischaemic heart disease","109 [70–151]","108.53319","69.82909","150.95265",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Western Pacific","Micronesia (Federated States of)","Both sexes","Stroke","164 [120–212]","163.53143","120.11626","212.16484",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Gabon","Female","Trachea, bronchus, lung cancers","14 [9–20]","14.27789","8.74361","20.38548",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Georgia","Both sexes","Lower respiratory infections","78 [44–117]","78.15189","44.14394","117.24796",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Georgia","Female","Stroke","546 [393–771]","546.47693","393.38153","771.06769",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Ghana","Female","Ischaemic heart disease","351 [298–404]","351.29712","297.67606","404.37326",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Guinea","Female","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Guinea","Both sexes","Stroke","196 [158–237]","196.45938","157.97691","236.67348",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Gambia","Female","Trachea, bronchus, lung cancers","2 [1–3]","2.38139","1.39740","3.48715",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Equatorial Guinea","Both sexes","Lower respiratory infections","1974 [1519–2455]","1973.75488","1518.66065","2454.96094",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Equatorial Guinea","Female","Stroke","190 [163–219]","190.22118","163.07037","218.50540",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Greece","Female","Ischaemic heart disease","294 [204–386]","294.09610","203.93463","386.48309",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Grenada","Female","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Grenada","Both sexes","Stroke","146 [111–190]","145.98642","111.34080","190.04364",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Guatemala","Female","Trachea, bronchus, lung cancers","7 [4–10]","6.83431","3.75694","10.44619",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Honduras","Both sexes","Lower respiratory infections","99 [54–152]","99.07729","53.54059","151.83850",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Honduras","Female","Stroke","51 [42–62]","51.16940","41.54286","62.11354",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Croatia","Female","Ischaemic heart disease","505 [355–661]","504.88666","354.65793","660.92816",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Haiti","Female","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Haiti","Both sexes","Stroke","265 [209–326]","264.89557","208.91110","325.66928",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Hungary","Female","Lower respiratory infections","30 [13–49]","29.56476","13.27240","49.28027",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Hungary","Female","Trachea, bronchus, lung cancers","154 [79–249]","154.41399","79.35566","249.14917",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","South-East Asia","Indonesia","Male","Ischaemic heart disease","573 [468–679]","572.83148","467.62238","679.27173",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","South-East Asia","India","Both sexes","Lower respiratory infections","692 [552–828]","692.09106","552.06879","827.67609",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","South-East Asia","India","Female","Stroke","277 [237–321]","276.56293","237.19821","320.76703",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Eastern Mediterranean","Iran (Islamic Republic of)","Female","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Eastern Mediterranean","Iraq","Female","Lower respiratory infections","377 [298–460]","377.39117","297.65955","459.68317",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Eastern Mediterranean","Iraq","Female","Trachea, bronchus, lung cancers","23 [16–31]","23.47152","15.57884","31.38514",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Israel","Female","Stroke","56 [37–89]","56.12312","37.16707","88.71562",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Jamaica","Female","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Eastern Mediterranean","Jordan","Female","Lower respiratory infections","154 [108–204]","154.15755","107.66225","204.19188",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Eastern Mediterranean","Jordan","Female","Trachea, bronchus, lung cancers","9 [5–13]","8.99933","5.34919","13.08521",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Western Pacific","Japan","Male","Ischaemic heart disease","253 [195–306]","252.77495","195.13605","305.87848",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Kazakhstan","Female","Stroke","218 [157–304]","217.76163","157.33151","303.71219",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Kyrgyzstan","Female","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Western Pacific","Cambodia","Female","Lower respiratory infections","409 [251–583]","409.34375","250.75066","583.17603",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Western Pacific","Cambodia","Female","Trachea, bronchus, lung cancers","22 [12–33]","21.53828","12.05278","32.53326",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Western Pacific","Kiribati","Male","Ischaemic heart disease","409 [326–494]","408.65396","325.78903","494.32501",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Western Pacific","Republic of Korea","Male","Trachea, bronchus, lung cancers","164 [91–249]","164.11685","91.47128","248.55386",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Eastern Mediterranean","Kuwait","Female","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Western Pacific","Lao People's Democratic Republic","Female","Lower respiratory infections","616 [371–886]","615.58124","371.47183","886.09393",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Western Pacific","Lao People's Democratic Republic","Female","Trachea, bronchus, lung cancers","20 [11–30]","19.78159","10.99480","30.03506",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Eastern Mediterranean","Lebanon","Male","Ischaemic heart disease","1132 [945–1320]","1132.35718","944.59558","1320.34717",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Liberia","Both sexes","Ischaemic heart disease","188 [152–222]","187.89853","152.44498","222.46532",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Liberia","Female","Stroke","112 [86–139]","112.07080","86.32830","139.21303",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Eastern Mediterranean","Libya","Male","Trachea, bronchus, lung cancers","124 [79–170]","123.51369","78.91035","170.40820",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Saint Lucia","Both sexes","Trachea, bronchus, lung cancers","37 [20–57]","36.94448","20.13794","56.85839",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","South-East Asia","Sri Lanka","Female","Lower respiratory infections","58 [27–99]","57.99544","27.21172","98.59620",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","South-East Asia","Sri Lanka","Male","Stroke","149 [114–191]","148.95900","113.60986","190.73915",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Lesotho","Male","Ischaemic heart disease","235 [196–272]","234.88098","196.02773","271.97495",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Lithuania","Both sexes","Ischaemic heart disease","979 [726–1216]","979.19275","726.25293","1216.02710",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Lithuania","Female","Stroke","294 [178–530]","293.94446","178.47099","530.08411",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Luxembourg","Male","Trachea, bronchus, lung cancers","76 [34–134]","75.91128","33.82489","133.80325",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Latvia","Both sexes","Trachea, bronchus, lung cancers","92 [45–152]","91.86748","45.46336","151.99348",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Eastern Mediterranean","Morocco","Female","Lower respiratory infections","195 [135–261]","195.09375","134.76476","260.80991",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Eastern Mediterranean","Morocco","Male","Stroke","115 [91–143]","115.20598","91.43082","143.33083",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Republic of Moldova","Both sexes","Ischaemic heart disease","1161 [912–1385]","1160.88879","911.86902","1385.05408",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Madagascar","Male","Trachea, bronchus, lung cancers","20 [11–31]","19.86914","10.79021","30.68660",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","South-East Asia","Maldives","Both sexes","Trachea, bronchus, lung cancers","6 [2–11]","5.87216","2.16028","11.45365",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Americas","Mexico","Male","Stroke","80 [64–99]","79.99063","63.63237","98.87711",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Republic of North Macedonia","Both sexes","Ischaemic heart disease","682 [567–792]","681.58374","566.83270","792.49744",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Mali","Both sexes","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Mali","Male","Trachea, bronchus, lung cancers","6 [4–9]","6.30053","3.75024","9.15554",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Malta","Both sexes","Trachea, bronchus, lung cancers","77 [38–127]","77.13259","38.08486","127.36727",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","South-East Asia","Myanmar","Male","Stroke","426 [352–505]","426.38333","351.75568","505.36752",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Europe","Montenegro","Male","Ischaemic heart disease","894 [714–1062]","893.72675","714.37982","1062.01343",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Western Pacific","Mongolia","Both sexes","Ischaemic heart disease","691 [586–800]","691.17249","586.05829","799.60944",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Mozambique","Both sexes","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Mozambique","Male","Trachea, bronchus, lung cancers","5 [3–7]","4.66145","2.50205","7.24933",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Mauritania","Both sexes","Trachea, bronchus, lung cancers","5 [3–7]","5.09131","3.13988","7.22843",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Mauritius","Male","Stroke","263 [202–331]","263.17496","202.32718","330.94250",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Malawi","Male","Ischaemic heart disease","125 [105–144]","124.98103","104.57932","144.17453",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Malawi","Both sexes","Stroke","59 [48–73]","59.18587","47.53611","72.52843",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Western Pacific","Malaysia","Both sexes","Ischaemic heart disease","384 [309–455]","384.25827","309.37582","455.43304",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Namibia","Male","Lower respiratory infections","710 [409–1041]","709.58759","409.13315","1040.52771",""
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Namibia","Both sexes","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","Eastern Mediterranean","Afghanistan","Female","Ischaemic heart disease","90301 [77817–103348]","90300.74121","77817.42969","103347.51560",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Angola","Both sexes","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","Eastern Mediterranean","United Arab Emirates","Female","Trachea, bronchus, lung cancers","320 [197–455]","319.94193","196.72403","455.46350",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Argentina","Female","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Argentina","Female","Ischaemic heart disease","40081 [29404–50454]","40080.86435","29404.30273","50454.34766",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Armenia","Both sexes","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","Western Pacific","Australia","Female","Lower respiratory infections","1899 [489–4174]","1898.66831","489.02887","4174.07178",""
"Ambient air pollution attributable DALYs","Published","2016","Western Pacific","Australia","Female","Stroke","5916 [3126–13215]","5915.80923","3125.82031","13215.47070",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Austria","Male","Ischaemic heart disease","18579 [14156–22683]","18578.77840","14156.43652","22682.80273",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Austria","Female","Trachea, bronchus, lung cancers","2804 [1353–4695]","2803.83186","1353.48608","4695.07959",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Azerbaijan","Female","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Azerbaijan","Female","Ischaemic heart disease","28077 [22015–33839]","28076.63806","22014.75586","33838.97266",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Burundi","Both sexes","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Benin","Female","Lower respiratory infections","97784 [70537–127044]","97784.11401","70537.35156","127043.67970",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Benin","Male","Trachea, bronchus, lung cancers","174 [106–251]","174.15368","105.56833","250.51433",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Benin","Female","Stroke","12088 [10185–14043]","12087.74506","10185.23730","14042.94531",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Burkina Faso","Both sexes","Lower respiratory infections","270277 [196384–347725]","270276.89700","196383.90630","347724.96880",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Burkina Faso","Male","Ischaemic heart disease","26737 [22766–30766]","26737.11914","22765.80273","30766.49023",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Burkina Faso","Female","Trachea, bronchus, lung cancers","475 [290–681]","475.28838","289.71902","680.69055",""
"Ambient air pollution attributable DALYs","Published","2016","South-East Asia","Bangladesh","Female","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","South-East Asia","Bangladesh","Female","Ischaemic heart disease","272032 [232538–312737]","272031.69190","232538.48440","312737.18750",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Bulgaria","Both sexes","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Bahamas","Female","Lower respiratory infections","171 [82–278]","171.34414","81.79445","278.22614",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Bahamas","Female","Stroke","213 [159–281]","212.81686","159.24643","280.88739",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Bosnia and Herzegovina","Both sexes","Lower respiratory infections","1737 [1122–2413]","1736.72741","1122.40161","2412.65601",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Bosnia and Herzegovina","Male","Ischaemic heart disease","18146 [14881–21337]","18146.09188","14880.93848","21336.52148",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Bosnia and Herzegovina","Female","Trachea, bronchus, lung cancers","1378 [788–2057]","1378.49835","788.25500","2056.66211",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Belarus","Female","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Belarus","Female","Ischaemic heart disease","58750 [44191–73607]","58750.32095","44191.18359","73607.22656",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Belize","Both sexes","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Brazil","Female","Lower respiratory infections","104753 [39358–195799]","104752.90440","39358.33594","195799.39060",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Brazil","Female","Stroke","116075 [86218–156290]","116075.28420","86218.10156","156289.68750",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Barbados","Female","Trachea, bronchus, lung cancers","50 [27–77]","50.01725","27.40469","76.62385",""
"Ambient air pollution attributable DALYs","Published","2016","Western Pacific","Brunei Darussalam","Female","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","Western Pacific","Brunei Darussalam","Female","Ischaemic heart disease","185 [129–247]","185.16420","128.86688","247.36172",""
"Ambient air pollution attributable DALYs","Published","2016","South-East Asia","Bhutan","Both sexes","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Central African Republic","Female","Lower respiratory infections","58076 [44284–72609]","58075.59607","44284.12891","72609.39844",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Central African Republic","Female","Stroke","6938 [5905–7995]","6938.02344","5904.81592","7994.69873",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Canada","Female","Trachea, bronchus, lung cancers","5868 [1652–12537]","5868.34002","1652.01123","12537.26270",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Switzerland","Female","Ischaemic heart disease","6063 [3730–8715]","6063.12700","3730.07471","8715.11133",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Chile","Both sexes","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Côte d'Ivoire","Female","Lower respiratory infections","172636 [104318–247376]","172636.18230","104317.53910","247375.87500",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Côte d'Ivoire","Female","Stroke","35810 [29332–42588]","35810.10034","29331.52148","42587.77344",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Cameroon","Female","Trachea, bronchus, lung cancers","796 [537–1052]","795.89036","536.91028","1051.68958",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Democratic Republic of the Congo","Female","Ischaemic heart disease","63472 [53220–73510]","63472.40808","53219.90234","73509.83594",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Democratic Republic of the Congo","Both sexes","Trachea, bronchus, lung cancers","2458 [1489–3536]","2457.56218","1488.94482","3535.68286",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Congo","Both sexes","Ischaemic heart disease","11939 [10201–13660]","11938.74362","10200.74805","13659.65137",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Colombia","Female","Lower respiratory infections","21281 [10031–35095]","21280.69983","10030.50000","35095.21484",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Colombia","Female","Stroke","25162 [19475–32048]","25161.62903","19475.00195","32047.52734",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Comoros","Female","Trachea, bronchus, lung cancers","9 [5–14]","8.70367","4.64098","13.62999",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Comoros","Both sexes","Stroke","1049 [836–1270]","1049.18894","835.73651","1269.80322",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Cabo Verde","Both sexes","Trachea, bronchus, lung cancers","46 [27–67]","45.81918","26.86473","67.12538",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Costa Rica","Both sexes","Ischaemic heart disease","12414 [10017–14597]","12413.95218","10016.54297","14597.28418",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Cyprus","Female","Lower respiratory infections","131 [63–211]","130.50650","63.19244","211.16422",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Cyprus","Female","Stroke","470 [291–809]","470.12089","291.24573","809.05347",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Czechia","Both sexes","Lower respiratory infections","9054 [4183–15028]","9053.58518","4182.66406","15027.95215",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Czechia","Both sexes","Stroke","16158 [11389–24342]","16158.26228","11389.12207","24342.27539",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Germany","Both sexes","Trachea, bronchus, lung cancers","76614 [36421–129549]","76614.07138","36421.35156","129549.36720",""
"Ambient air pollution attributable DALYs","Published","2016","Eastern Mediterranean","Djibouti","Both sexes","Ischaemic heart disease","3613 [3102–4133]","3613.12958","3102.47974","4133.25635",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Dominican Republic","Both sexes","Lower respiratory infections","14655 [5844–26105]","14655.07228","5844.39014","26105.12695",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Dominican Republic","Both sexes","Stroke","16754 [12798–21036]","16753.88635","12798.15625","21036.25586",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Algeria","Both sexes","Trachea, bronchus, lung cancers","16290 [9989–23234]","16290.16579","9989.11914","23234.23633",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Ecuador","Both sexes","Ischaemic heart disease","27900 [22893–32684]","27899.55005","22892.69336","32684.15234",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Spain","Both sexes","Lower respiratory infections","13845 [3780–29424]","13844.96400","3780.22900","29424.22070",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Spain","Male","Lower respiratory infections","7620 [2081–16194]","7619.81586","2080.51440","16194.12891",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Spain","Both sexes","Stroke","33891 [19960–65058]","33891.40517","19960.31055","65058.07031",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Estonia","Female","Ischaemic heart disease","3273 [1963–4799]","3272.70757","1963.29541","4798.66846",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Estonia","Both sexes","Trachea, bronchus, lung cancers","513 [154–1039]","512.95843","154.48679","1039.44922",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Ethiopia","Both sexes","Cataracts","0 [0–0]","0.00000","0.00000","0.00000",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Ethiopia","Both sexes","Ischaemic heart disease","232917 [198498–267865]","232916.79790","198497.64060","267864.50000",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","France","Both sexes","Lower respiratory infections","23521 [8095–44797]","23521.27126","8094.72315","44796.75781",""
